"","age","gender","income","education","country","winnerN","P_OTwin_late","P_OTwin_early","otherTeam_distance_before","ownTeam_distance_before","wholeGroup_distance_before","session","treatment","dgOffer"
"311","26","Female",5,4,"US","otherTeam",0,1,-1,18,8,27,"S2_1",0.05
"312","38","Female",8,4,"US","ownTeam",NA,NA,23,48,61,2,"S2_3",0.4
"313","33","Male",7,5,"US","ownTeam",NA,NA,21,60,-100,11,"S2_2",0.2
"314","32","Male",7,5,"US","otherTeam",0.758064516,NA,89,96,123,29,"S2_1",0.2
"315","60","Male",6,5,"US","ownTeam",NA,NA,-5,108,75,9,"S2_3",0.4
"316","38","Female",6,2,"US","ownTeam",NA,NA,124,-100,100,16,"S2_2",0
"317","36","Female",4,5,"US","ownTeam",NA,NA,68,62,21,14,"S2_2",0
"318","36","Female",6,5,"US","ownTeam",NA,1,-87,56,1,18,"S2_2",0.4
"319","29","Male",1,4,"US","deadLock",NA,NA,-50,125,125,8,"S2_3",0
"320","47","Male",2,4,"US","otherTeam",0.751879699,1,-18,-1,-5,28,"S2_1",0
"321","28","Male",5,2,"US","otherTeam",0.2,1,-97,111,113,23,"S2_1",0
"322","39","Female",9,5,"US","otherTeam",0,0.027777778,77,107,56,23,"S2_1",0
"323","30","Male",5,4,"US","ownTeam",NA,NA,-2,99,37,11,"S2_2",0
"324","31","Male",7,5,"US","ownTeam",NA,NA,92,125,106,25,"S2_1",0.2
"325","44","Male",6,2,"US","ownTeam",NA,NA,-58,108,125,2,"S2_3",0.2
"326","35","Male",6,5,"US","otherTeam",0.726618705,1,100,103,101,25,"S2_1",0
"327",NA,NA,NA,NA,NA,"deadLock",1,1,-50,-50,-50,5,"S2_3",NA
"328","40","Male",5,4,"US","deadLock",NA,NA,-11,80,74,5,"S2_3",0.2
"329","33","Male",1,5,"US","otherTeam",0.253521127,1,-86,78,125,13,"S2_2",0
"330","29","Male",4,2,"US","otherTeam",0.215384615,0.15625,11,121,64,19,"S2_2",0
"331","25","Female",4,4,"US","deadLock",1,0.833333333,-49,73,33,8,"S2_3",0
"332","38","Male",10,5,"US","deadLock",0,0.083333333,125,124,101,5,"S2_3",0.2
"333","32","Male",8,5,"US","deadLock",NA,NA,-16,14,11,7,"S2_3",0
"334","40","Female",7,5,"US","ownTeam",NA,1,-8,76,56,10,"S2_3",0.2
"335","31","Male",4,4,"US","otherTeam",0.388888889,1,-4,19,23,2,"S2_3",0
"336","52","Female",2,2,"US","otherTeam",0.290909091,0.333333333,9,-50,51,14,"S2_2",0
"337","38","Male",7,6,"US","deadLock",NA,1,-7,125,43,7,"S2_3",0
"338","24","Male",4,4,"US","otherTeam",1,NA,4,125,44,14,"S2_2",0.05
"339","55","Female",2,6,"US","deadLock",NA,NA,-64,-12,-40,1,"S2_3",0.2
"340","20","Male",7,4,"US","otherTeam",0,0.044776119,-100,123,41,25,"S2_1",0
"341","26","Male",5,2,"US","deadLock",0,NA,51,54,53,6,"S2_3",0
"342","19","Male",4,4,"US","otherTeam",1,0.945454545,32,125,120,9,"S2_3",0
"343","35","Male",6,4,"US","otherTeam",1,NA,-39,54,-7,16,"S2_2",0.2
"344","25","Female",6,5,"US","ownTeam",NA,NA,-68,39,14,22,"S2_1",0
"345","25","Female",5,4,"US","deadLock",NA,NA,-42,59,16,3,"S2_3",0
"346","34","Female",7,5,"US","otherTeam",0,0,21,125,61,15,"S2_2",0
"347","29","Male",4,2,"US","deadLock",NA,NA,125,26,67,6,"S2_3",0
"348","29","Female",4,6,"US","deadLock",NA,1,-50,-50,-50,3,"S2_3",0.4
"349","61","Male",7,5,"US","deadLock",NA,NA,-50,125,35,24,"S2_1",0.4
"350","45","Female",1,6,"non-US","deadLock",NA,NA,37,113,121,8,"S2_3",0.2
"351","31","Male",6,5,"US","otherTeam",1,1,-100,27,9,19,"S2_2",0
"352","26","Female",2,4,"US","deadLock",1,1,6,112,48,8,"S2_3",0.1
"353","90","Male",2,5,"non-US","deadLock",NA,1,45,101,89,6,"S2_3",0.05
"354","36","Female",7,4,"US","otherTeam",0.936305732,0.785714286,-98,77,24,28,"S2_1",0
"355",NA,NA,NA,NA,NA,"ownTeam",NA,NA,45,51,49,9,"S2_3",0
"356","55","Male",1,5,"US","otherTeam",0,NA,-50,-50,102,10,"S2_3",0
"357","47","Female",7,6,"US","ownTeam",NA,0,51,52,48,17,"S2_2",0
"358","31","Male",6,5,"US","otherTeam",0.864864865,0,11,95,51,10,"S2_3",0
"359","43","Female",10,3,"US","ownTeam",NA,NA,-4,118,83,29,"S2_1",0.2
"360","27","Male",8,6,"US","deadLock",NA,NA,-100,125,63,20,"S2_2",0
"361","54","Female",7,4,"US","otherTeam",NA,0,-50,125,61,4,"S2_3",0
"362","26","Female",7,4,"US","otherTeam",0,0.333333333,1,7,3,21,"S2_1",0.2
"363","47","Male",2,4,"US","otherTeam",0.348837209,1,-6,0,-1,17,"S2_2",0
"364",NA,NA,NA,NA,NA,"otherTeam",NA,1,-50,-50,-50,27,"S2_1",NA
"365","27","Male",6,5,"US","otherTeam",0.925233645,1,-13,33,32,29,"S2_1",0
"366","60","Female",6,3,"US","otherTeam",0.177419355,NA,-1,25,53,29,"S2_1",0
"367","30","Male",6,4,"US","ownTeam",NA,NA,-9,125,52,29,"S2_1",0
"368","28","Female",6,5,"US","otherTeam",1,1,11,44,59,11,"S2_2",0.2
"369","30","Female",9,4,"US","ownTeam",NA,NA,111,109,108,13,"S2_2",0.4
"370","57","Male",4,4,"US","otherTeam",0.419354839,0.666666667,-100,110,125,11,"S2_2",0.2
"371","38","Female",2,2,"US","ownTeam",NA,NA,-50,-50,-50,13,"S2_2",0.2
"372","55","Female",4,4,"US","ownTeam",NA,1,104,122,46,25,"S2_1",0.2
"373",NA,NA,NA,NA,NA,"ownTeam",NA,1,-50,-50,-50,27,"S2_1",NA
"374",NA,NA,NA,NA,NA,"deadLock",NA,NA,-50,-50,-50,1,"S2_3",NA
"375","26","Female",5,5,"US","deadLock",NA,1,-50,63,25,12,"S2_2",0
"376","54","Female",4,5,"US","ownTeam",NA,NA,-7,50,16,2,"S2_3",0.2
"377","22","Male",1,4,"US","deadLock",NA,0,-50,125,125,24,"S2_1",0.2
"378","30","Male",1,2,"US","ownTeam",NA,1,-100,62,73,10,"S2_3",0.4
"379","34","Male",1,2,"US","deadLock",NA,NA,-52,125,125,1,"S2_3",0.1
"380","23","Female",7,5,"US","deadLock",NA,NA,-50,-50,-50,5,"S2_3",0
"381","27","Male",6,5,"US","ownTeam",NA,1,0,47,26,10,"S2_3",0
"382","30","Male",7,5,"US","otherTeam",0,0.319444444,57,72,125,30,"S2_1",0.1
"383","25","Female",5,5,"US","ownTeam",NA,NA,3,96,124,9,"S2_3",0.3
"384","22","Male",7,5,"non-US","deadLock",NA,1,17,44,32,24,"S2_1",0.2
"385","24","Female",6,5,"US","otherTeam",1,1,-100,44,14,16,"S2_2",0.4
"386","27","Female",4,4,"US","otherTeam",0,1,35,124,74,17,"S2_2",0.2
"387","30","Male",5,5,"US","ownTeam",0,NA,23,116,106,4,"S2_3",0
"388","28","Female",4,4,"US","otherTeam",0.902597403,1,63,71,79,28,"S2_1",0
"389","22","Male",6,2,"US","ownTeam",NA,NA,-1,26,7,23,"S2_1",0
"390","28","Female",8,5,"US","otherTeam",1,NA,-100,-1,-29,18,"S2_2",0
"391","38","Female",7,6,"US","deadLock",0.913043478,0.375,2,31,125,12,"S2_2",0
"392","35","Female",4,5,"US","deadLock",NA,NA,-50,-50,-50,24,"S2_1",0.2
"393","24","Female",5,5,"US","otherTeam",0.590909091,NA,1,-50,34,27,"S2_1",0
"394","35","Male",8,6,"US","ownTeam",NA,1,-50,124,125,10,"S2_3",0
"395","40","Female",10,6,"US","ownTeam",NA,1,-7,122,14,18,"S2_2",0.1
"396",NA,NA,NA,NA,NA,"ownTeam",NA,NA,-50,-50,-50,26,"S2_1",NA
"397","24","Female",7,5,"US","ownTeam",NA,NA,-18,125,0,15,"S2_2",0
"398","35","Male",4,2,"US","ownTeam",NA,NA,7,10,8,16,"S2_2",0
"399","26","Male",5,5,"non-US","otherTeam",0.47826087,NA,120,123,50,17,"S2_2",0.2
"400","21","Male",4,2,"US","ownTeam",NA,NA,57,85,125,28,"S2_1",0
"401","23","Female",5,4,"US","ownTeam",NA,NA,-15,46,45,15,"S2_2",0.05
"402","27","Male",3,4,"non-US","otherTeam",0,0.2,49,42,125,26,"S2_1",0.1
"403","50","Female",4,4,"US","ownTeam",NA,NA,9,83,71,30,"S2_1",0.3
"404","31","Female",5,5,"US","ownTeam",NA,NA,35,56,43,29,"S2_1",0.1
"405","40","Male",8,2,"US","deadLock",0,NA,-100,109,17,3,"S2_3",0
"406","47","Female",8,5,"US","otherTeam",NA,0,22,79,20,11,"S2_2",0.2
"407","47","Female",4,4,"US","deadLock",NA,NA,-50,17,40,6,"S2_3",0
"408","33","Male",6,6,"US","ownTeam",NA,NA,44,73,75,30,"S2_1",0
"409","29","Female",3,2,"US","deadLock",NA,NA,-50,-50,37,6,"S2_3",0
"410","43","Female",2,5,"US","deadLock",NA,NA,-2,82,48,8,"S2_3",0.2
"411","53","Female",8,5,"US","deadLock",NA,NA,1,37,36,7,"S2_3",0
"412","39","Female",3,5,"US","ownTeam",NA,NA,9,85,75,9,"S2_3",0.2
"413","25","Male",5,5,"US","otherTeam",1,1,-69,125,65,16,"S2_2",0
"414","57","Female",4,2,"US","ownTeam",NA,NA,0,125,73,30,"S2_1",0
"415","30","Male",4,5,"US","otherTeam",0,0.531914894,-50,-50,-50,11,"S2_2",0
"416","40","Female",2,2,"US","deadLock",NA,NA,-42,71,46,6,"S2_3",0
"417","44","Female",2,5,"US","deadLock",NA,NA,-50,-50,-50,8,"S2_3",0
"418","48","Female",10,5,"US","ownTeam",1,1,17,91,47,27,"S2_1",0.4
"419","27","Female",4,6,"US","otherTeam",0.553846154,1,13,54,33,21,"S2_1",0.1
"420","41","Female",5,4,"US","ownTeam",NA,NA,125,108,125,9,"S2_3",0
"421","33","Female",7,6,"US","deadLock",NA,NA,25,107,60,1,"S2_3",0.05
"422","28","Female",5,5,"US","ownTeam",NA,NA,-24,35,22,16,"S2_2",0
"423","31","Female",6,4,"US","otherTeam",0,0,57,123,125,11,"S2_2",0.4
"424","24","Male",5,6,"US","deadLock",NA,NA,-50,122,109,3,"S2_3",0.2
"425","22","Female",2,4,"US","deadLock",NA,NA,13,33,125,24,"S2_1",0
"426","29","Male",8,6,"non-US","ownTeam",NA,NA,106,125,125,13,"S2_2",0.25
"427","27","Female",7,2,"US","otherTeam",1,NA,-50,125,51,16,"S2_2",0
"428","34","Female",6,4,"US","ownTeam",NA,0,-100,55,-9,17,"S2_2",0
"429","36","Male",10,6,"non-US","deadLock",0,NA,121,121,125,3,"S2_3",0.2
"430","24","Male",10,5,"non-US","deadLock",NA,1,125,-100,123,8,"S2_3",0.4
"431","25","Female",6,5,"US","deadLock",0.243478261,1,-100,81,35,12,"S2_2",0
"432","64","Female",4,6,"US","deadLock",NA,NA,56,125,125,6,"S2_3",0
"433","26","Male",3,5,"US","ownTeam",NA,NA,54,125,92,16,"S2_2",0
"434","65","Male",10,4,"US","otherTeam",0,0.052631579,-2,97,11,17,"S2_2",0.2
"435","50","Male",5,4,"US","deadLock",NA,1,-3,75,46,7,"S2_3",0.1
"436","47","Female",2,4,"US","deadLock",NA,0,40,92,75,24,"S2_1",0.2
"437","34","Male",2,4,"US","ownTeam",NA,NA,6,53,47,11,"S2_2",0
"438","32","Female",3,4,"US","otherTeam",0.771428571,1,-1,109,111,18,"S2_2",0
"439","51","Male",5,3,"US","ownTeam",NA,NA,15,45,42,16,"S2_2",0
"440","45","Male",2,2,"US","otherTeam",0.352941176,1,-29,115,48,10,"S2_3",0.2
"441","41","Male",4,5,"US","deadLock",NA,NA,-8,65,47,7,"S2_3",0.2
"442","30","Female",7,5,"US","deadLock",NA,0.375,19,33,58,12,"S2_2",0
"443","51","Female",10,4,"US","deadLock",NA,NA,-18,-14,-13,6,"S2_3",0
"444","30","Female",2,4,"US","deadLock",NA,NA,16,125,66,7,"S2_3",0.2
"445","29","Female",1,5,"US","ownTeam",NA,1,45,125,61,2,"S2_3",0.3
"446","47","Male",7,6,"US","ownTeam",NA,NA,39,119,124,15,"S2_2",0.2
"447","23","Male",7,5,"US","ownTeam",NA,NA,1,21,6,10,"S2_3",0
"448","24","Male",1,5,"non-US","ownTeam",NA,NA,125,125,125,9,"S2_3",0.4
"449","36","Female",10,4,"US","ownTeam",NA,NA,1,16,13,4,"S2_3",0.4
"450","21","Female",2,2,"US","ownTeam",NA,NA,55,40,62,14,"S2_2",0
"451","33","Female",7,5,"US","deadLock",0.93,1,-25,16,25,7,"S2_3",0.1
"452","54","Female",6,4,"US","ownTeam",NA,1,-1,22,31,15,"S2_2",0.1
"453","58","Female",9,5,"US","otherTeam",0,0,93,103,106,29,"S2_1",0.1
"454","38","Male",6,4,"US","otherTeam",NA,NA,71,59,25,27,"S2_1",0.1
"455","36","Male",9,5,"US","otherTeam",NA,NA,0,46,45,27,"S2_1",0.2
"456","37","Male",9,5,"US","otherTeam",NA,NA,4,125,58,2,"S2_3",0.2
"457","49","Female",10,3,"US","ownTeam",NA,NA,39,78,89,13,"S2_2",0.2
"458","34","Female",1,6,"non-US","ownTeam",NA,NA,-100,125,36,9,"S2_3",0.2
"459","31","Male",1,2,"US","deadLock",NA,NA,-76,125,125,6,"S2_3",0.15
"460","43","Male",7,5,"US","ownTeam",NA,NA,-6,56,24,4,"S2_3",0
"461","45","Female",4,4,"US","otherTeam",0.898648649,0.924242424,11,99,56,25,"S2_1",0.2
"462","25","Female",7,4,"US","deadLock",NA,1,22,96,54,6,"S2_3",0.2
"463","22","Male",9,5,"US","otherTeam",0,0.125,-99,-42,-32,30,"S2_1",0
"464","29","Male",5,5,"US","deadLock",NA,NA,13,97,100,6,"S2_3",0
"465","32","Male",5,4,"US","deadLock",0.75,0.695652174,-50,-81,-50,7,"S2_3",0
"466","34","Female",6,2,"US","otherTeam",1,NA,7,66,55,26,"S2_1",0.2
"467","30","Male",4,4,"US","ownTeam",NA,NA,17,72,56,2,"S2_3",0
"468","30","Female",2,5,"US","deadLock",0,0,-83,-50,-54,12,"S2_2",0
"469","42","Female",6,2,"US","otherTeam",0,0.083333333,96,1,47,30,"S2_1",0.2
"470","45","Female",7,5,"US","ownTeam",NA,NA,-100,116,55,9,"S2_3",0.2
"471","40","Male",3,2,"non-US","otherTeam",0,0,8,76,125,16,"S2_2",0.05
"472","34","Female",3,2,"US","otherTeam",0.834394904,0.777777778,104,57,125,28,"S2_1",0
"473","35","Female",9,4,"US","deadLock",1,1,-2,45,62,20,"S2_2",0
"474","33","Male",4,4,"US","ownTeam",NA,NA,59,125,125,21,"S2_1",0
"475","30","Female",7,5,"US","otherTeam",0.923076923,NA,102,95,103,27,"S2_1",0.2
"476","28","Female",3,6,"US","otherTeam",0.086956522,1,26,69,105,26,"S2_1",0.2
"477","35","Male",7,5,"US","otherTeam",0.54,NA,-50,-50,125,27,"S2_1",0
"478","28","Female",5,4,"US","ownTeam",NA,NA,-50,15,-4,16,"S2_2",0
"479","30","Male",2,2,"US","deadLock",NA,0.333333333,13,99,31,12,"S2_2",0
"480","48","Male",10,5,"US","ownTeam",0,0.06122449,22,87,78,27,"S2_1",0
"481","30","Male",6,4,"US","deadLock",0,0.6875,-100,113,-11,12,"S2_2",0
"482","52","Male",7,6,"US","otherTeam",0,0,27,72,80,23,"S2_1",0
"483","40","Female",7,2,"US","ownTeam",NA,0.315789474,-10,125,108,27,"S2_1",0.2
"484","34","Male",4,2,"US","ownTeam",NA,1,-100,114,118,10,"S2_3",0.1
"485","27","Male",7,5,"US","ownTeam",NA,NA,40,120,53,14,"S2_2",0.3
"486","29","Female",2,6,"non-US","deadLock",NA,NA,112,94,119,7,"S2_3",0.15
"487","23","Female",5,5,"US","deadLock",NA,NA,-14,-8,10,6,"S2_3",0
"488","35","Male",8,6,"US","deadLock",NA,NA,125,-50,124,8,"S2_3",0.2
"489","44","Male",5,4,"US","ownTeam",NA,1,-100,122,57,17,"S2_2",0.2
"490","27","Male",4,3,"US","ownTeam",NA,NA,48,68,49,26,"S2_1",0
"491","38","Male",1,2,"non-US","otherTeam",0.650793651,1,1,74,18,22,"S2_1",0
"492","33","Female",5,6,"US","otherTeam",0,0.176470588,52,-100,14,4,"S2_3",0.2
"493","34","Female",5,5,"US","ownTeam",NA,NA,-96,26,12,10,"S2_3",0
"494","19","Female",1,1,"US","ownTeam",NA,NA,-50,-50,-50,9,"S2_3",0.1
"495","35","Male",7,5,"non-US","otherTeam",0,0,-50,120,115,22,"S2_1",0.2
"496","36","Female",6,6,"US","ownTeam",NA,NA,-1,123,125,13,"S2_2",0.4
"497","41","Female",1,3,"US","ownTeam",NA,1,-17,82,49,25,"S2_1",0.2
"498","31","Male",6,2,"US","otherTeam",0,0,-100,107,14,19,"S2_2",0.2
"499","36","Male",10,5,"US","deadLock",0,0.314285714,23,100,96,7,"S2_3",0
"500","54","Female",5,4,"US","otherTeam",0,NA,48,81,69,17,"S2_2",0.2
"501","26","Female",2,2,"US","otherTeam",1,1,-100,-100,41,18,"S2_2",0
"502","32","Male",8,6,"US","deadLock",0.25,1,5,72,20,5,"S2_3",0.2
"503","31","Male",5,5,"US","deadLock",0,0,-9,4,118,1,"S2_3",0
"504","26","Male",5,2,"US","deadLock",NA,NA,0,100,0,20,"S2_2",0.2
"505","30","Male",8,5,"US","ownTeam",NA,1,21,54,68,27,"S2_1",0
"506","28","Male",10,6,"non-US","deadLock",0.745454545,0,56,125,66,12,"S2_2",0.2
"507","24","Male",5,4,"US","deadLock",NA,NA,24,-20,7,24,"S2_1",0
"508","19","Male",1,2,"US","ownTeam",NA,1,1,28,31,29,"S2_1",0.2
"509","37","Male",2,4,"US","otherTeam",0.345454545,0.903225806,14,122,123,13,"S2_2",0.2
"510","38","Male",9,6,"US","otherTeam",0.803571429,1,27,119,125,14,"S2_2",0
"511","25","Male",3,5,"US","otherTeam",0,0,13,23,40,14,"S2_2",0
"512","22","Male",10,5,"US","ownTeam",NA,NA,-50,125,52,14,"S2_2",0.1
"513","32","Female",6,2,"US","ownTeam",NA,NA,25,84,52,16,"S2_2",0.4
"514","38","Female",4,3,"US","deadLock",NA,0.083333333,100,94,90,7,"S2_3",0.4
"515","60","Female",8,2,"US","deadLock",NA,NA,57,125,109,3,"S2_3",0
"516","46","Female",6,4,"US","deadLock",NA,NA,-5,93,125,1,"S2_3",0.05
"517","31","Female",8,5,"US","otherTeam",1,0.8,15,69,48,4,"S2_3",0.2
"518","26","Male",3,2,"US","otherTeam",0,1,59,35,104,13,"S2_2",0.05
"519","28","Female",5,4,"US","deadLock",NA,NA,-50,103,101,20,"S2_2",0.05
"520","24","Male",5,2,"US","otherTeam",1,1,-50,-50,-50,10,"S2_3",0
"521","37","Male",5,5,"US","ownTeam",NA,NA,-12,28,25,21,"S2_1",0
"522","50","Male",2,2,"US","ownTeam",NA,1,-90,20,-18,11,"S2_2",0
"523","28","Male",5,4,"US","otherTeam",NA,1,-50,-50,24,4,"S2_3",0
"524","30","Male",6,6,"US","ownTeam",NA,NA,14,22,31,26,"S2_1",0.1
"525","20","Male",2,4,"US","otherTeam",1,0,54,73,118,10,"S2_3",0.4
"526",NA,NA,NA,NA,NA,"deadLock",NA,NA,-50,-50,-50,5,"S2_3",NA
"527","29","Male",5,4,"US","ownTeam",NA,NA,40,92,86,21,"S2_1",0.05
"528","47","Male",1,6,"US","deadLock",NA,NA,-28,-50,24,1,"S2_3",0
"529","30","Male",6,5,"US","otherTeam",1,NA,54,84,50,14,"S2_2",0.2
"530","33","Male",9,5,"US","deadLock",NA,NA,36,84,69,7,"S2_3",0.2
"531","34","Female",8,2,"US","deadLock",NA,0,-6,-3,15,8,"S2_3",0
"532","34","Male",5,2,"US","deadLock",0.977272727,0,45,78,57,3,"S2_3",0
"533","32","Female",5,5,"US","deadLock",NA,NA,16,65,46,3,"S2_3",0.2
"534","28","Female",6,5,"US","ownTeam",NA,NA,-50,119,125,4,"S2_3",0
"535",NA,NA,NA,NA,NA,"deadLock",NA,1,-50,-50,-50,7,"S2_3",NA
"536","49","Male",4,4,"US","otherTeam",0.891025641,1,-12,119,125,30,"S2_1",0
"537","39","Male",6,4,"US","ownTeam",NA,NA,92,92,61,16,"S2_2",0.2
"538","27","Male",2,2,"US","otherTeam",NA,NA,34,58,27,10,"S2_3",0.05
"539","38","Female",9,6,"US","otherTeam",1,0.923076923,-87,-84,-100,15,"S2_2",0.2
"540","26","Female",4,5,"US","ownTeam",NA,NA,-100,122,55,19,"S2_2",0
"541","23","Male",3,5,"non-US","deadLock",NA,1,39,122,72,3,"S2_3",0
"542","52","Male",5,2,"US","ownTeam",NA,NA,3,65,33,9,"S2_3",0.4
"543","31","Female",2,5,"US","ownTeam",NA,NA,-46,125,55,15,"S2_2",0
"544","34","Female",6,5,"US","deadLock",NA,NA,20,125,125,1,"S2_3",0.2
"545","25","Female",5,2,"US","ownTeam",NA,NA,-100,125,32,13,"S2_2",0.2
"546","40","Male",5,5,"US","ownTeam",NA,1,7,33,41,25,"S2_1",0
"547","26","Male",5,5,"US","ownTeam",NA,NA,-94,8,6,19,"S2_2",0.25
"548","26","Male",7,6,"US","ownTeam",NA,NA,125,4,60,22,"S2_1",0.2
"549","45","Male",7,5,"US","deadLock",NA,NA,38,125,96,7,"S2_3",0.2
"550","42","Female",4,2,"US","ownTeam",NA,NA,-24,101,74,10,"S2_3",0.05
"551","34","Male",6,3,"US","ownTeam",NA,NA,-100,-100,-100,14,"S2_2",0
"552","31","Male",7,5,"US","otherTeam",NA,NA,0,125,100,4,"S2_3",0
"553","22","Male",3,4,"US","ownTeam",NA,NA,55,56,103,30,"S2_1",0.4
"554","31","Male",2,2,"US","ownTeam",NA,NA,6,105,53,10,"S2_3",0.2
"555","38","Female",4,5,"US","ownTeam",NA,NA,53,65,12,28,"S2_1",0
"556","25","Male",7,4,"US","ownTeam",NA,1,-73,-18,-43,15,"S2_2",0
"557","30","Male",1,5,"US","otherTeam",0,0.066666667,70,-50,42,13,"S2_2",0.2
"558","24","Male",4,4,"US","deadLock",0,1,-88,-76,32,3,"S2_3",0.2
"559",NA,NA,NA,NA,NA,"ownTeam",NA,NA,-50,-50,-50,21,"S2_1",NA
"560","38","Female",6,4,"US","deadLock",NA,NA,-4,28,8,24,"S2_1",0.2
"561","34","Male",5,5,"US","deadLock",NA,1,-5,124,27,6,"S2_3",0.2
"562","33","Male",6,5,"US","ownTeam",1,NA,-100,125,-2,4,"S2_3",0
"563","45","Female",8,5,"US","ownTeam",NA,NA,100,125,124,15,"S2_2",0.05
"564","45","Female",7,4,"US","ownTeam",NA,NA,109,64,-2,16,"S2_2",0
"565","30","Female",6,4,"US","deadLock",NA,NA,21,90,51,8,"S2_3",0
"566","26","Male",8,5,"US","otherTeam",0,0,-7,15,0,21,"S2_1",0.2
"567","35","Male",8,5,"US","otherTeam",0,0,52,11,52,13,"S2_2",0.2
"568",NA,NA,NA,NA,NA,"deadLock",NA,NA,-50,-50,-50,7,"S2_3",NA
"569","39","Male",1,4,"US","deadLock",NA,NA,-10,125,57,8,"S2_3",0.1
"570","58","Female",7,4,"US","deadLock",NA,NA,3,124,125,20,"S2_2",0.05
"571","24","Female",9,5,"US","otherTeam",0.986842105,0.28358209,-100,71,9,25,"S2_1",0.05
"572","43","Female",4,4,"US","otherTeam",1,0.918367347,-43,12,-12,9,"S2_3",0
"573","20","Male",2,4,"US","otherTeam",1,NA,32,72,48,13,"S2_2",0
"574","21","Male",4,2,"US","otherTeam",0.985915493,1,-100,-50,108,18,"S2_2",0
"575","28","Female",3,2,"US","deadLock",NA,NA,-85,9,-7,3,"S2_3",0
"576","22","Male",5,4,"US","deadLock",NA,1,7,45,48,1,"S2_3",0
"577","27","Female",6,4,"US","deadLock",NA,NA,-50,125,125,6,"S2_3",0.2
"578","30","Male",2,2,"US","deadLock",NA,1,0,34,-50,8,"S2_3",0
"579","32","Female",5,5,"US","ownTeam",NA,NA,38,125,125,9,"S2_3",0.3
"580","31","Male",1,5,"US","otherTeam",0,0,-3,116,101,2,"S2_3",0.2
"581","27","Female",1,5,"non-US","deadLock",NA,NA,79,96,59,20,"S2_2",0.05
"582","42","Male",6,4,"US","ownTeam",0.789473684,0.296296296,123,103,53,27,"S2_1",0.1
"583","42","Male",1,4,"US","ownTeam",NA,NA,-81,105,59,25,"S2_1",0.2
"584","23","Male",4,5,"US","otherTeam",0.492957746,0.580645161,-100,125,52,18,"S2_2",0.2
"585","28","Female",4,4,"US","otherTeam",1,0.75,21,86,57,15,"S2_2",0.05
"586","32","Female",5,2,"US","deadLock",NA,NA,50,83,125,1,"S2_3",0.2
"587","47","Male",8,5,"US","otherTeam",NA,NA,10,92,97,2,"S2_3",0.1
"588","30","Male",9,6,"non-US","deadLock",NA,NA,46,125,125,20,"S2_2",0.05
"589","28","Male",3,5,"US","otherTeam",0.310810811,1,-70,103,27,26,"S2_1",0
"590","60","Female",8,4,"US","deadLock",NA,1,-28,71,54,24,"S2_1",0
"591","30","Female",6,4,"US","ownTeam",NA,NA,32,55,53,25,"S2_1",0
"592","26","Male",5,5,"US","ownTeam",NA,NA,-50,115,118,23,"S2_1",0.2
"593","41","Male",7,4,"US","otherTeam",0,0,-21,-7,-10,18,"S2_2",0
"594","39","Male",7,4,"US","ownTeam",NA,NA,44,119,67,18,"S2_2",0
"595","52","Male",10,6,"US","otherTeam",0.036144578,NA,113,104,82,26,"S2_1",0.4
"596","37","Female",8,5,"US","ownTeam",NA,NA,45,45,50,30,"S2_1",0.2
"597","31","Male",4,5,"US","deadLock",NA,NA,20,76,23,6,"S2_3",0
"598","30","Male",4,2,"US","ownTeam",NA,NA,-44,125,66,22,"S2_1",0
"599","28","Male",6,5,"US","otherTeam",0.574468085,1,-40,20,-23,28,"S2_1",0.05
"600","31","Female",5,4,"non-US","deadLock",NA,0,37,107,78,12,"S2_2",0.3
"601","44","Male",10,5,"US","ownTeam",NA,1,43,120,125,17,"S2_2",0.2
"602","36","Female",4,4,"US","otherTeam",0.967741935,0,14,12,29,19,"S2_2",0
"603","27","Female",5,4,"US","ownTeam",NA,NA,90,124,77,4,"S2_3",0.05
"604","23","Male",1,5,"non-US","ownTeam",NA,NA,-100,119,124,9,"S2_3",0.2
"605","24","Male",6,5,"US","deadLock",NA,NA,16,81,-4,20,"S2_2",0.2
"606","33","Female",3,4,"US","otherTeam",0.49044586,0.950617284,76,125,95,29,"S2_1",0.4
"607","43","Female",5,4,"US","ownTeam",NA,NA,-100,26,-3,29,"S2_1",0.2
"608","21","Female",4,4,"US","otherTeam",0,0.025641026,8,68,62,23,"S2_1",0.4
"609","43","Male",1,6,"US","ownTeam",NA,1,-4,74,125,2,"S2_3",0.25
"610","25","Male",7,5,"US","ownTeam",NA,NA,-50,71,34,22,"S2_1",0
"611","28","Female",6,5,"US","otherTeam",0.95,0.304347826,-100,21,32,17,"S2_2",0
"612","28","Male",5,4,"US","ownTeam",NA,NA,-2,29,14,22,"S2_1",0.2
"613","30","Male",6,5,"US","deadLock",0,NA,125,125,125,5,"S2_3",0
"614","32","Female",5,4,"US","otherTeam",0,1,24,106,125,14,"S2_2",0.2
"615","36","Male",6,2,"US","otherTeam",0,0,124,125,125,22,"S2_1",0
"616","30","Female",7,6,"US","otherTeam",0.094202899,0.76,125,125,54,25,"S2_1",0
"617","46","Male",2,5,"US","deadLock",NA,NA,83,125,100,12,"S2_2",0
"618","40","Female",7,2,"US","deadLock",NA,0.153846154,10,119,125,24,"S2_1",0.1
"619","55","Female",2,5,"US","otherTeam",0.981651376,1,13,0,7,16,"S2_2",0.2
